city_id;city;place;distance;distancefromcitycenter;description
2400;Lucknow;" Anandi Water Park ";"";" 14 km  from city center ";" Located on the outskirts of Lucknow along the Faizabad Road, Anandi Water Park is one of the largest waterparks in the northern area. The park hosts an array of splash pads, water swings, and other swimming activities. "
2401;Lucknow;" Chowk ";3.5;" 5 km  from city center ";" Chowk market in Lucknow is one of those places of the city that are a window into its rich cultural heritage. Beginning from Chikan work to succulent kebabs, one can find it all at the Chowk market.  "
2402;Lucknow;" Dilkusha Kothi ";3.2;" 3 km  from city center ";" A hunting lodge converted into a summer palace for the royals, Dilkusha Kothi was built in 1800 by Major Gore in Baroque style. It faced major impact during the first war of independence and hence lies in a less than perfect state with just a few towers and walls standing. "
2403;Lucknow;" Farangi Mahal ";3.2;" 4 km  from city center ";" Once belonging to a French businessman Neal, Firangi Mahal was transferred to the government treasury under the royal decree, which was then developed into an Islamic school by Aurangzeb's consultant and his brother. "
2404;Lucknow;" Gautam Buddha Park ";"";" 4 km  from city center ";" Located in Hasanganj in Lucknow, Gautam Buddha Park is situated next to Hathi Park. Set up in 1980, this hot favourite among kids and adults, is replete with swings and slides based in lusk green lawns with blooming flowers.  "
2405;Lucknow;" Shahi Baoli ";"";" 4 km  from city center ";" An intricate merge of Indian and Islamic architectural styles, the Shahi Baoli was formerly built as a reservoir for the society of the time. It was constructed between 1784 and 1795 by Nawab Asif-Ud-Din Daula and Kifayat-Ullah, one of the excellent architects of the time.  "
2406;Lucknow;" Janeshwar Mishra Park ";"";" 5 km  from city center ";" Janeshwar Mishra Park is a newly constructed park, located in Gomti Nagar, Lucknow. Dedicated to the demised Samajwadi Party politician, Janeshwar Mishra, the park was opened to the public in 2014.   "
2407;Lucknow;" Chandrika Devi Temple ";"";" 6 km  from city center ";" Situated in Aashiyana,  the Chandrika Devi Temple is dedicated to the Hindu Goddess Chandi. Adorning three heads, Chandrika Devi is a said to be a combined manifestation of Goddesses Kali, Lakshmi and Saraswati.  "
2408;Lucknow;" Aminabad ";"";" 2 km  from city center ";" One of the most bustling and oldest shopping hubs of Lucknow, Aminabad is a famous market selling a wide range of products from clothes and jewellery to cosmetics, footwear and even books. "
2409;Lucknow;" Fun Republic Mall ";"";" 3 km  from city center ";" Located at Gomti Nagar in Lucknow, Fun Republic Mall is one of the most popular and one of the largest malls in the city. Launched in 2007 by the Zee Group, the mall is replete with a plethora of big brands outlets, food stalls, grocery shops, apparels & cosmetic stores. "
2410;Lucknow;" Mankameshwar Mandir ";"";" 3 km  from city center ";" The Mankameshwar Mandir is situated on the banks of river Yamuna at Saraswati Ghat in Lucknow. A revered Hindu temple dedicated to Lord Shiva, this temple is the first to have had a woman priest.  "
2411;Lucknow;" Husainabad Clock Tower ";3.2;" 5 km  from city center ";" Standing tall adjacent to the Rumi Darwaza, the Husainabad Clock Tower was built in 1881 and since has been the tallest clock tower in India. It is 67 meters high, displaying Victorian-Gothic brilliance with a 14 feet long pendulum and a dial in the shape of a 12 petalled flower. "
2412;Lucknow;" Jama Masjid ";"";" 7 km  from city center ";" Located in Tehseenganj, Jama Masjid is an Islamic place of worship built by King Mohammad Ali Shah Bahadur. Constructed in 1423, this ancient mosque hosted on an elevated square platform was built to outpass the grand Jama Masjid in Delhi.  "
2413;Lucknow;" Disney Water Wonder Park ";"";" 29 out of 47  places to visit in Lucknow ";" Situated on the Kanpur-Lucknow Road, Disney Water Wonder Park is a water cum amusement park. Spread over 20 acres of land, the property is solely dedicated to fun, food and adventure. Offering myriad entertainment and recreational activities, it is one of the most loved parks in the city. "
2414;Lucknow;" Shaheed Smarak ";"";" 3 km  from city center ";" Shaheed Smarak or Martyrs' Memorial is a white marbled pillar-like structure standing amidst lush green lawns at Mukarimnagar, Qaiserbagh in Lucknow. "
2415;Lucknow;" Nawabganj-Bird-Sanctuary ";"";" 39 km  from city center ";" Nawabganj Bird Sanctuary, also known as Shahid Chandra Shekhar Azad Bird Sanctuary in Uttar Pradesh is a popular tourist hotspot. Located in Unnao the bird sanctuary is engulfed by dense forests and is home to over 250 species of aviary creatures, which include domestic Indian birds as well as the birds that migrate to the sanctuary in the winter months. "
2416;Lucknow;" Picture Gallery ";"";" 5 km  from city center ";" Located close to Chhota Imambara and the Hussainabad Clock Tower, Hussainabad Picture Gallery is a popular tourist attraction in Lucknow.  "
2417;Lucknow;" Dr Ram Manohar Lohiya Park ";"";" 3 km  from city center ";" Spread across 76 acres, the Dr Ram Manohar Lohiya Park is a popular park in Gomti Nagar. Dedicated to the socialist Dr Ram Manohar Lohiya, the park sites four divisions of courtyards and separate entrances. "
2418;Lucknow;" Chattar Manzil ";"";" 2 km  from city center ";" Chattar Manzil or popularly known as Umbrella Palace was built by Nawab Ghazi Uddin Haider and was later on used by the ruler of Awadh and his wives. Located on the banks of the river Gomti, the building is a glowing example of Nawabi and European architecture. "
2419;Lucknow;" 1857 Memorial Museum Residency ";"";" 3 km  from city center ";" Located in Qaiserbagh, the 1857 Memorial Museum Residency is a dedicated piece to the First War of Independence of 1857. Containing relics and antiques of the time, the museum also has visual displays of the war.  "
2420;Lucknow;" Dewa Sharif ";"";" 31 km  from city center ";" Situated in the Barabanki district of Uttar Pradesh, 25 kms away from Lucknow, Dewa or Dewa Sharif is a small town which is renowned world wide for the shrine of Haji Waris Ali Shah. Considered to be a prominent site of Muslim heritage, the shrine also has a mosque and a khankah within the premises, and is regularly visited by pilgrims. "
2421;Lucknow;" Begum Hazrat Mahal Park ";"";" 2 km  from city center ";" Located in Qaiserbagh in Lucknow, Begum Hazrat Mahal Park is a popular park. Hosting swings and a play area for kids, this crowd-favourite picnic spot is also a great place for walks, jobs, elderly laughing clubs, yoga and meditation.  "
2422;Lucknow;" Nilansh Theme Park ";"";" 28 km  from city center ";" Situated a little on the outskirts of Lucknow city, Nilansh Theme Park hosts an array of fun games, activities and an exclusive water park. The site also avails space for events, private parties and gatherings and overnight stays.  "
2423;Lucknow;" Hathi Park ";"";" 405 km  from city center ";" Hathi Park is one of the most visited and popular parks in Lucknow. The park has several swings and slides for kids and recreational elephant structures which can be climbed. The park facilitates other games and activities for children as well. Besides, it has food stalls to satisfy your hunger pangs. "
2424;Lucknow;" Safed Baradari ";"";" 2 km  from city center ";" Built by Nawab Wajid Ali Shah, Safed Baradari is a white marbled palace originally constructed as the Nawab's ""Palace of Mourning"". Located at Maharaja Mahamudabad of Qaiser Bagh, the Safed Baradari houses marble statues of the Anjuman founders Maharajas Man Singh and Balrampur's Digvijay Singh.  Initially called Qasr-ul-Aza, this structure further came to be used as a British petitionary court.  "
2425;Lucknow;" Tomb of Saadat Ali Khan ";"";" 2 km  from city center ";" Located in Qaiser Bagh, the Tomb of Saadat Ali Khan is a combined mausoleum of both Saadat Ali Khan and his wife Khursheed Zadi. Constructed by their son, this is a tomb adorning the typical amalgam of Indian and Islamic architectural styles. "
2426;Lucknow;" Kaiserbagh Palace ";"";" 1 km  from city center ";" Constructed between 1848-1850, under the rule of Nawab Wajid Ali Shah, Kaiserbagh Palace is one of the most famous monuments and exotic masterpieces of Mughal architecture. It is located from the eastern end of the Chattar Manzil to the Tarawali Kothi.  "
2427;Lucknow;" Sikandar Bagh ";"";" 1 km  from city center ";" Sikandar Bagh is an ancient styled posh mansion and a bracketing garden built in the 1800s. Located on Ashok Road, this greenery housed here is known to be the last Mughal garden in India.  "
2428;Lucknow;" Amrapali Water Park ";"";" 21 km  from city center ";" Launched in 2002, Amrapali Water Park is a top pick for an adventure day outing for families and friends. The park boasts of the highest number of rides in the region.  "
2429;Lucknow;" Four Seasons Fun City ";"";" 45 out of 47  places to visit in Lucknow ";" Four Seasons Fun City is situated on the Rai Bareilly Road in Lucknow. Besides the umpteen thrilling rides, swimming pools, rain dance, tube slides etc, the highlight of the park is the snow park where you can experience artificial snow. The park also has an amazing DJ and sound system. "
2430;Lucknow;" Fun Village Water Park and Resort ";"";" 46 out of 47  places to visit in Lucknow ";" Fun Village Water Park and Resort is situated on the Lucknow - Allahabad highway and has a lot of exciting and thrilling water and regular rides. The park also has a resort within the premises where you can relax to take a break from the pell-mell of the city life.  "
2431;Lucknow;" Scorpio Club ";"";" 47 out of 47  places to visit in Lucknow ";" Located on the Behta Kursi Road in Lucknow, Scorpio Club or Scorpio Water Park is the perfect way to beat the summer heat amidst cool blue waters.You can get your adrenaline all rushed up with all the thrilling and adventurous rides. The property also has a fine dine restaurant to satiate your hunger pangs. "
